Date,Year,Month,Quarter,Industry,Growth_Rate,Market_Size_Billions,Consumer_Confidence,Competitive_Intensity
2023-05-31 01:53:31.641042,2023,5,2,Retail,0.021714468358819898,184.9026903116005,87.17221798517312,5.400626217399739
2023-05-31 01:53:31.641042,2023,5,2,Technology,0.05218459789354201,303.9695623472818,66.00403628389577,4.323142656091546
2023-05-31 01:53:31.641042,2023,5,2,Healthcare,0.02049637684339458,136.27565603824578,66.30574580011195,6.809717135105333
2023-05-31 01:53:31.641042,2023,5,2,Finance,0.016205714832965318,349.66916742633754,72.64189685164463,8.803520827079451
2023-05-31 01:53:31.641042,2023,5,2,Manufacturing,0.003742239115087977,207.98583561008036,71.7608440563476,4.127475581501067
2023-06-30 01:53:31.641042,2023,6,2,Retail,0.023462951510731064,101.6338000941578,89.94693490106565,7.429274423978001
2023-06-30 01:53:31.641042,2023,6,2,Technology,0.05079804006170684,206.99499455313736,77.04952026315347,7.948338093652871
2023-06-30 01:53:31.641042,2023,6,2,Healthcare,0.036600449465071155,130.85460870770135,81.88339719739216,4.707805218818109
2023-06-30 01:53:31.641042,2023,6,2,Finance,0.022260587067754165,240.3036776617221,66.06888732614932,7.556187526604081
2023-06-30 01:53:31.641042,2023,6,2,Manufacturing,0.01751498035331246,88.9843869050453,66.21329573240514,6.4254755420377005
2023-07-31 01:53:31.641042,2023,7,3,Retail,0.019614568427529486,279.54866735459586,74.38253211209998,8.527523076311976
2023-07-31 01:53:31.641042,2023,7,3,Technology,0.04481519071897119,233.01379296419253,88.68813039861796,7.182851371204396
2023-07-31 01:53:31.641042,2023,7,3,Healthcare,0.03163596236520088,433.10324045817606,81.06815958309815,6.258266545791551
2023-07-31 01:53:31.641042,2023,7,3,Finance,0.021463692997141837,449.90649850397165,85.42544803620353,5.223178917043305
2023-07-31 01:53:31.641042,2023,7,3,Manufacturing,0.006532641647192488,363.7321625970942,67.387796500722,3.8474932511083173
2023-08-31 01:53:31.641042,2023,8,3,Retail,0.014896459157247285,499.00233709260164,73.48510731738939,7.4204445899313445
2023-08-31 01:53:31.641042,2023,8,3,Technology,0.05296308942591907,440.14216882230306,82.40794473114627,3.8541783179095805
2023-08-31 01:53:31.641042,2023,8,3,Healthcare,0.02350610968343867,126.64322525991003,88.86330869616438,6.159697856719058
2023-08-31 01:53:31.641042,2023,8,3,Finance,0.018637812226656787,396.22587460416366,89.65695447951283,8.244823805366288
2023-08-31 01:53:31.641042,2023,8,3,Manufacturing,0.013249523701882693,330.6679130875944,85.6662985765497,4.052770318504967
2023-09-30 01:53:31.641042,2023,9,3,Retail,0.014597866520919973,475.1687857801736,75.49967742446125,6.276726358781039
2023-09-30 01:53:31.641042,2023,9,3,Technology,0.05618267262000453,212.78317168421952,67.07683315744006,8.834574488484545
2023-09-30 01:53:31.641042,2023,9,3,Healthcare,0.031784497633337336,260.681122231436,76.1202472351267,7.203661349590199
2023-09-30 01:53:31.641042,2023,9,3,Finance,0.018801839403896008,472.98027441307164,69.86916241330493,7.878554316591307
2023-09-30 01:53:31.641042,2023,9,3,Manufacturing,0.013764070020904804,197.61463284881103,68.79052693150409,7.321502545781979
2023-10-31 01:53:31.641042,2023,10,4,Retail,0.011464725594544697,271.0015391184237,75.90306293379072,6.140123188990056
2023-10-31 01:53:31.641042,2023,10,4,Technology,0.0558055972909804,307.36726059927753,79.22989368969232,3.93380118879453
2023-10-31 01:53:31.641042,2023,10,4,Healthcare,0.03516499304439897,210.8902312424651,85.71047487005752,7.793052689907846
2023-10-31 01:53:31.641042,2023,10,4,Finance,0.01380716210218736,484.45358424412547,62.860344357341006,7.681337941181035
2023-10-31 01:53:31.641042,2023,10,4,Manufacturing,0.01622721341058093,332.05646699850445,75.98483850540676,5.165107104836073
2023-11-30 01:53:31.641042,2023,11,4,Retail,0.036441309528566675,274.8358314105801,66.01540713716865,8.508412873041504
